Ano,Função,Resultado Primário,Subfunção,Empenhado,Liquidado,Pago
Total,,,,48.398.382.871.544,46.347.292.672.715,45.611.023.315.136
2013,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,871.295,867.278,867.278
2013,01 - Legislativa,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,24.731.956,24.595.238,24.595.238
2013,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,031 - Ação Legislativa,803.739.708,649.158.995,624.230.644
2013,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,032 - Controle Externo,150.064.210,98.941.244,98.921.581
2013,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,94.049.351,6.424.046,6.411.828
2013,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,5.089.121,2.942.663,2.942.663
2013,01 - Legislativa,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,119.377.243,91.101.769,88.660.411
2013,02 - Judiciária,0 - Financeira,122 - Administração Geral,2.926.163.211,2.892.247.859,2.885.258.089
2013,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,061 - Ação Judiciária,249.310.872,225.000.711,224.960.698
2013,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,16.689.519.985,16.467.042.399,16.437.941.076
2013,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,272 - Previdência do Regime Estatutário,16.936.432,16.936.432,16.936.432
2013,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,549.729.252,516.958.691,510.305.349
2013,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,921.479.100,917.393.037,917.331.693
2013,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,18.868.751,18.287.525,18.243.690
2013,02 - Judiciária,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,138.696.813,136.920.624,136.910.946
2013,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,032 - Controle Externo,35.873.383,25.971.881,25.450.984
2013,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,061 - Ação Judiciária,2.569.524.796,2.025.412.003,1.998.815.639
2013,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,1.202.258.482,617.673.705,607.250.869
2013,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,347.617.197,145.215.726,143.071.604
2013,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,8.175.582,7.583.230,7.523.882
2013,02 - Judiciária,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,66.676.402,53.459.937,53.130.579
2013,03 - Essencial à Justiça,0 - Financeira,122 - Administração Geral,462.796.655,461.380.795,461.380.795
2013,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,2.531.884.046,2.526.501.215,2.526.006.021
2013,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,62.103.813,60.921.978,60.906.208
2013,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,172.056.674,171.837.510,171.837.510
2013,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,3.137.115,3.075.052,3.075.052
2013,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,27.644.088,27.489.876,27.489.876
2013,03 - Essencial à Justiça,1 - Primária obrigatória, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,118.379.319,100.713.665,99.203.544
2013,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,032 - Controle Externo,27.039.441,21.583.542,21.559.485
2013,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,062 - Defesa do Interesse Público no Processo Judiciário,703.461.598,521.513.987,518.634.445
2013,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,092 - Representação Judicial e Extrajudicial,276.225.123,259.774.341,248.364.048
2013,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,215.983.219,52.031.485,51.966.390
2013,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,4.352.578,0,0
2013,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,2.625.600,272.253,272.253
2013,03 - Essencial à Justiça,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,40.023.888,22.043.821,22.043.821
2013,04 - Administração,0 - Financeira,122 - Administração Geral,2.504.463.111,2.412.386.717,2.267.256.450
2013,04 - Administração,0 - Financeira,125 - Normatização e Fiscalização,4.172.460,3.987.698,3.987.698
2013,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,12.608.238.380,12.570.377.729,12.474.285.704
2013,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,245.416.566,244.103.000,243.786.457
2013,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,359.340.835,357.326.721,356.527.794
2013,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,26.476.758,26.328.041,26.302.556
2013,04 - Administração,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,9.106.592,8.956.556,8.950.226
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,092 - Representação Judicial e Extrajudicial,228.884.065,133.142.628,132.879.531
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,345.314.047,170.548.077,161.511.636
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,1.955.939.477,1.559.073.789,1.528.824.199
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,33.812.994,25.301.641,25.055.652
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,124 - Controle Interno,74.956.146,66.722.554,66.253.966
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,329.344.755,105.545.676,98.772.363
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,1.897.387.383,1.451.151.205,1.418.759.739
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,127 - Ordenamento Territorial,40.954.217,30.392.470,29.898.053
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,17.047.228,13.340.060,13.332.659
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,129 - Administração de Receitas,129.799.144,51.959.484,49.000.506
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,277.677.861,160.273.917,150.417.749
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,182 - Defesa Civil,1.032.509,773.263,766.574
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,649.609.180,363.265.779,183.071.393
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,332 - Relações de Trabalho,1.559.464,377.824,377.824
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,37.246.182,37.197.503,37.197.503
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,391 - Patrimônio Histórico, Artístico e Arqueológico,9.139.654,3.671.096,3.399.720
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,422 - Direitos Individuais, Coletivos e Difusos,10.478.000,4.400.000,4.400.000
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,50.793.254,43.655.926,42.856.583
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,3.884.359,3.066.706,3.066.706
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,662 - Produção Industrial,33.923.449,27.691.356,27.689.383
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,722 - Telecomunicações,51.496.960,9.657.339,9.657.339
2013,04 - Administração,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,19.336.183,19.334.683,19.333.212
2013,04 - Administração,3 - Primária discricionária, PAC, considerada no cálculo do RP,122 - Administração Geral,9.112.031,4.852.287,4.794.779
2013,05 - Defesa Nacional,0 - Financeira,122 - Administração Geral,313.511.487,313.511.487,313.511.487
2013,05 - Defesa Nacional,0 - Financeira,482 - Habitação Urbana,182.045.345,108.345.345,108.345.345
2013,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,18.967.172.467,18.964.369.431,18.959.309.144
2013,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,1.920.582.728,1.654.712.922,1.634.048.881
2013,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,906.466.698,734.326.147,722.722.258
2013,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,898.027.246,710.495.880,706.337.817
2013,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,365 - Educação Infantil,64.057.000,63.997.297,63.997.203
2013,05 - Defesa Nacional,1 - Primária obrigatória, considerada no cálculo do RP,846 - Outros Encargos Especiais,315.607,133.340,133.340
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,121 - Planejamento e Orçamento,851.897,550.131,531.683
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,1.596.447.716,1.217.797.316,1.198.703.248
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,125 - Normatização e Fiscalização,70.369.476,53.344.557,52.513.946
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,126 - Tecnologia da Informação,74.222.767,19.242.930,19.218.657
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,165.058.656,123.076.097,121.000.956
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,2.321.227,2.321.227,2.315.727
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,151 - Defesa Aérea,2.874.365.948,1.876.852.999,1.852.241.396
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,152 - Defesa Naval,1.458.441.211,1.034.551.896,1.023.451.221
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,153 - Defesa Terrestre,2.567.193.866,1.232.150.687,1.193.143.405
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,182 - Defesa Civil,277.830.252,71.912.802,21.571.543
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,183 - Informação e Inteligência,8.139.481,7.677.959,7.674.159
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,212 - Cooperação Internacional,269.631.756,185.820.268,176.685.186
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,243 - Assistência à Criança e ao Adolescente,1.962.908,1.812.928,1.810.932
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,244 - Assistência Comunitária,358.814.639,32.830.388,32.815.366
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,47.739.708,43.176.067,43.035.144
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,303 - Suporte Profilático e Terapêutico,7.167.508,6.579.468,6.551.100
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,333 - Empregabilidade,8.761.430,6.438.231,6.134.811
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,82.245.672,73.879.563,73.373.532
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,9.182.046,4.144.779,4.045.816
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,3.998.454,2.864.894,2.794.794
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,10.459.099,9.245.176,9.179.202
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,482 - Habitação Urbana,25.388.741,11.896.935,11.896.935
2013,05 - Defesa Nacional,2 - Primária discricionária, considerada no cálculo do RP,542 - Controle Ambiental,46.444.834,19.678.964,19.552.718
